...1,umpd_case_number,occured_date_time_location,report_date_time,type,disposition,location,date,time,year,time_hour
6272,2016-00067133,11/12/16 14:20,11/12/16 18:54,Theft from Auto,Suspended,Lot P2,2016-11-12,14:20,2016,14
6273,2016-00067137,11/12/16 19:00,11/12/16 19:15,Vandalism,CBE,7500 block of  Preinkert  Dr,2016-11-12,19:00,2016,19
6274,2016-00067143,11/12/16 19:42,11/12/16 19:42,Injured/Sick Person,CBE,NA,2016-11-12,19:42,2016,19
6275,2016-00067160,11/12/16 22:21,11/12/16 22:21,Alarm,CBE,4500 block of  Campus  Dr,2016-11-12,22:21,2016,22
6276,2016-00067175,11/12/16 23:37,11/12/16 23:37,Accident - Departmental,CBE,College  Ave,2016-11-12,23:37,2016,23
6277,2016-00067181,11/12/16 22:57,11/12/16 23:45,Injured/Sick Person,CBE,4200 block of  Valley  Dr,2016-11-12,22:57,2016,22
6278,2016-00067190,11/13/16 01:10,11/13/16 01:10,Injured/Sick Person,CBE,Knox  Rd,2016-11-13,01:10,2016,01
6279,2016-00067201,11/13/16 02:06,11/13/16 02:08,Injured/Sick Person,CBE,3900 block of  Campus  Dr,2016-11-13,02:06,2016,02
6280,2016-00067206,11/13/16 03:01,11/13/16 03:01,Injured/Sick Person,CBE,4200 block of  Valley  Dr,2016-11-13,03:01,2016,03
6281,2016-00067271,11/12/16 20:00,11/13/16 12:00,Vandalism,Suspended,"Graham Cracker, Lot 15",2016-11-12,20:00,2016,20
6282,2016-00067331,11/10/16 01:30,11/13/16 21:29,Harassment/Stalking (Title IX Related),CBE,4200 block of  Farm  Dr,2016-11-10,01:30,2016,01
6283,2016-00067352,11/11/16 17:00,11/13/16 23:08,Dept Property Damage/Loss,CBE,South Gate at 7567  Regents  Dr,2016-11-11,17:00,2016,17
6284,2016-00067376,11/14/16 01:19,11/14/16 01:19,CDS Violation,CBE,Maryland Stadium Ticket Booth at 3881  Stadium  Dr,2016-11-14,01:19,2016,01
6285,2016-00067463,11/14/16,11/14/16 11:03,Theft,Suspended,3900 block of  Campus  Dr,2016-11-14,NA,2016,NA
6286,2016-00067471,11/14/16 12:06,11/14/16 12:20,Telephone/EMail Misuse (Title IX Related),CBE,4100 block of  Fieldhouse  Dr,2016-11-14,12:06,2016,12
6287,2016-00067520,11/14/16 20:15,11/14/16 20:15,Injured/Sick Person,CBE,340 block of  Ehrensberger  Dr,2016-11-14,20:15,2016,20
6288,2016-00067529,11/14/16 20:14,11/14/16 21:11,Fraud,CBE,4100 block of  Valley  Dr,2016-11-14,20:14,2016,20
6289,2016-00067538,11/14/16 22:03,11/14/16 22:03,CDS Violation,CBE,4000 block of  Stadium  Dr,2016-11-14,22:03,2016,22
6290,2016-00067554,11/14/16 23:10,11/14/16 23:10,Injured/Sick Person,CBE,7100 block of  Preinkert  Dr,2016-11-14,23:10,2016,23
6291,2016-00067672,11/15/16 10:00,11/15/16 13:08,Fraud,CBE,7500 block of  Baltimore  Ave,2016-11-15,10:00,2016,10
6292,2016-00067675,11/15/16 08:00,11/15/16 13:55,Theft,Suspended,"Chemistry, Chemistry Building at 8051  Regents  Dr",2016-11-15,08:00,2016,08
6293,2016-00067694,11/15/16 16:30,11/15/16 16:51,Injured/Sick Person,CBE,4100 block of  Valley  Dr,2016-11-15,16:30,2016,16
6294,2016-00067748,11/15/16 19:56,11/15/16 21:21,Check on the  Welfare,CBE,"Armory, Reckord Armory at 4490  Rossborough  Ln",2016-11-15,19:56,2016,19
6295,2016-00067770,11/15/16 23:02,11/15/16 23:02,Injured/Sick Person,CBE,7500 block of  Calvert Service  Ln,2016-11-15,23:02,2016,23
6296,2016-00067870,11/12/16 12:00,11/16/16 13:53,Dept Property Damage/Loss,CBE,"Capital One Field at Byrd Stadium, Maryland Stadium",2016-11-12,12:00,2016,12
6297,2016-00067882,11/16/16 13:55,11/16/16 15:19,Theft,Suspended,Jimenez Hall at 4125 N Library  Ln,2016-11-16,13:55,2016,13
6298,2016-00067930,11/16/16 21:03,11/16/16 21:03,Injured/Sick Person,CBE,Ritchie Coliseum at 7675  Baltimore  Ave,2016-11-16,21:03,2016,21
6299,2016-00068010,11/17/16 00:52,11/17/16 00:52,Suspicious Activity,Active/Pending,Cambridge Community Center at 4232  Farm  Dr,2016-11-17,00:52,2016,00
6300,2016-00068082,11/17/16 11:42,11/17/16 11:01,Warrant/Summons Service,Arrest,Adelphi  Rd,2016-11-17,11:42,2016,11
6301,2016-00068092,11/06/16 19:15,11/17/16 13:00,Assault,CBE,"Atlantic Building, Computer & Space Sciences Building at 4254  Stadium  Dr",2016-11-06,19:15,2016,19
6302,2016-00068098,11/16/16 08:00,11/17/16 13:41,Burglary,Active/Pending,7500 block of  Calvert Service  Ln,2016-11-16,08:00,2016,08
6303,2016-00068128,11/17/16 16:40,11/17/16 16:49,Injured/Sick Person,CBE,"Atlantic Building, Computer & Space Sciences Building at 4254  Stadium  Dr",2016-11-17,16:40,2016,16
6304,2016-00068178,11/17/16 20:52,11/17/16 20:52,Injured/Sick Person,CBE,Paint Branch  Dr,2016-11-17,20:52,2016,20
6305,2016-00068197,11/17/16 21:40,11/17/16 22:43,Theft,Suspended,3900 block of  Campus  Dr,2016-11-17,21:40,2016,21
6306,2016-00068231,11/18/16 00:45,11/18/16 00:50,Disorderly Conduct,CBE,Lot K1,2016-11-18,00:45,2016,00
6307,2016-00068267,11/17/16 22:00,11/18/16 07:24,Vandalism,Suspended,7500 block of  Mowatt  Ln,2016-11-17,22:00,2016,22
6308,2016-00068298,11/17/16 09:50,11/18/16 09:51,Theft,Suspended,Lot JJ2,2016-11-17,09:50,2016,09
6309,2016-00068316,11/18/16 11:41,11/18/16 11:41,Injured/Sick Person,CBE,Hornbake Library at 4130  Campus  Dr,2016-11-18,11:41,2016,11
6310,2016-00068339,11/18/16,11/18/16 14:22,Vandalism,Active/Pending,Lot K1,2016-11-18,NA,2016,NA
6311,2016-00068341,11/18/16 14:44,11/18/16 14:44,Theft,Arrest,3900 block of  Campus  Dr,2016-11-18,14:44,2016,14
6312,2016-00068355,11/18/16 16:00,11/18/16 16:55,Suspicious Activity,CBE,7000 block of  Preinkert  Dr,2016-11-18,16:00,2016,16
6313,2016-00068435,11/19/16 00:27,11/19/16 00:27,CDS Violation,CBE,Cambridge Community Center at 4232  Farm  Dr,2016-11-19,00:27,2016,00
6314,2016-00068452,11/19/16 02:12,11/19/16 02:12,DWI/DUI,Arrest,7300 block of  Baltimore  Ave,2016-11-19,02:12,2016,02
6315,2016-00068455,11/19/16 02:23,11/19/16 02:23,Injured/Sick Person,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr",2016-11-19,02:23,2016,02
6316,2016-00068456,11/19/16 02:57,11/19/16 02:57,DWI/DUI,Arrest,7400 block of  Yale  Ave,2016-11-19,02:57,2016,02
6317,2016-00068458,11/19/16 03:00,11/19/16 03:22,Assist Other Agency (Title IX Related),CBE,Knox  Rd,2016-11-19,03:00,2016,03
6318,2016-00068550,11/19/16 14:57,11/19/16 14:57,Trespassing,Arrest,3900 block of  Campus  Dr,2016-11-19,14:57,2016,14
6319,2016-00068559,11/19/16 17:45,11/19/16 17:12,Injured/Sick Person,CBE,Maryland Stadium Ticket Booth at 3881  Stadium  Dr,2016-11-19,17:45,2016,17
6320,2016-00068594,11/19/16 21:34,11/19/16 21:34,CDS Violation,Arrest,Lot 2g,2016-11-19,21:34,2016,21
6321,2016-00068614,11/20/16 00:38,11/20/16 00:38,Disorderly Conduct,Arrest,4400 block of  Knox  Rd,2016-11-20,00:38,2016,00
6322,2016-00068622,11/20/16 02:12,11/20/16 01:57,DWI/DUI,Arrest,Baltimore  Ave,2016-11-20,02:12,2016,02
6323,2016-00068625,11/20/16 02:27,11/20/16 02:27,CDS Violation,Arrest,Hagerstown Hall at 4000  Stadium  Dr,2016-11-20,02:27,2016,02
6324,2016-00068628,11/20/16 03:07,11/20/16 03:07,Theft,CBE,"Bob ""Turtle"" Smith Stadium, Shipley Field, Turtle Stadium at 4122  Fieldhouse  Dr",2016-11-20,03:07,2016,03
6325,2016-00068638,11/20/16 07:27,11/20/16 07:27,Injured/Sick Person,CBE,Hagerstown Hall at 4000  Stadium  Dr,2016-11-20,07:27,2016,07
6326,2016-00068698,11/20/16 07:00,11/20/16 11:53,Burglary,Suspended,4300 block of  Knox  Rd,2016-11-20,07:00,2016,07
6327,2016-00068773,11/20/16 22:52,11/20/16 22:52,CDS Violation,Arrest,4000 block of  Stadium  Dr,2016-11-20,22:52,2016,22
6328,2016-00068778,11/21/16 00:20,11/21/16 00:25,Disorderly Conduct (Title IX Related),Active/Pending,Dorchester Hall at 3947  Campus  Dr,2016-11-21,00:20,2016,00
6329,2016-00068811,11/18/16 16:30,11/21/16 07:35,Theft,Active/Pending,Lot A,2016-11-18,16:30,2016,16
6330,2016-00068821,11/11/16 14:30,11/21/16 09:25,Fraud,CBE,4300 block of  Knox  Rd,2016-11-11,14:30,2016,14
6331,2016-00068840,11/21/16 11:53,11/21/16 11:53,Title IX Incident Non Criminal,CBE,7900 block of  Regents  Dr,2016-11-21,11:53,2016,11
6332,2016-00068853,11/21/16 13:30,11/21/16 14:47,Theft,Unfounded,Mckeldin Library at 7649  Library  Ln,2016-11-21,13:30,2016,13
6333,2016-00068865,11/18/16 16:00,11/21/16 16:52,Theft,Unfounded,4100 block of  Campus  Dr,2016-11-18,16:00,2016,16
6334,2016-00068920,11/22/16,11/22/16 00:20,CDS Violation,CBE,7100 block of  Preinkert  Dr,2016-11-22,NA,2016,NA
6335,2016-00068944,11/18/16 20:28,11/22/16 08:15,Suspicious Activity,CBE,7000 block of  Preinkert  Dr,2016-11-18,20:28,2016,20
6336,2016-00068957,11/22/16 09:55,11/22/16 09:40,Injured/Sick Person,CBE,Campus  Dr,2016-11-22,09:55,2016,09
6337,2016-00068971,11/22/16 11:39,11/22/16 11:39,Injured/Sick Person,CBE,"Avrum Gudelsky Veterinary Center, Vet Med at 8075  Greenmead  Dr",2016-11-22,11:39,2016,11
6338,2016-00068984,11/22/16 12:43,11/22/16 12:43,Assist Other Agency,CBE,Yale  Ave,2016-11-22,12:43,2016,12
6339,2016-00068985,11/21/16 19:15,11/22/16 12:33,Assist Other Agency,CBE,Terrapin Rd / Randolph Rd,2016-11-21,19:15,2016,19
6340,2016-00068988,11/22/16 13:33,11/22/16 13:33,Check on the  Welfare,CBE,3900 block of  Denton Service  Ln,2016-11-22,13:33,2016,13
6341,2016-00068995,11/22/16 14:29,11/22/16 14:29,Vandalism,Suspended,8100 block of  Paint Branch  Dr,2016-11-22,14:29,2016,14
6342,2016-00069081,11/22/16 07:00,11/22/16 23:36,Dept Property Damage/Loss,CBE,7500 block of  Baltimore  Ave,2016-11-22,07:00,2016,07
6343,2016-00069159,11/23/16 12:00,11/23/16 12:24,Damage to State Property,CBE,Regents  Dr,2016-11-23,12:00,2016,12
6344,2016-00069298,11/24/16 01:37,11/24/16 01:37,DWI/DUI,Arrest,Baltimore  Ave,2016-11-24,01:37,2016,01
6345,2016-00069299,11/24/16 01:52,11/24/16 01:52,DWI/DUI,Arrest,7500 block of  Baltimore  Ave,2016-11-24,01:52,2016,01
6346,2016-00069330,11/24/16 11:52,11/24/16 11:52,Hazardous Condition,CBE,"Chemistry, Chemistry Building at 8051  Regents  Dr",2016-11-24,11:52,2016,11
6347,2016-00069340,11/24/16 16:18,11/24/16 16:18,Recovered Stolen Motor Vehicle,Arrest,Adelphi  Rd,2016-11-24,16:18,2016,16
6348,2016-00069542,11/25/16 13:33,11/25/16 13:33,Harassment/Stalking,CBE,8700 block of  Boteler  Ln,2016-11-25,13:33,2016,13
6349,2016-00069678,11/26/16 00:28,11/26/16 00:28,DWI/DUI,Arrest,7200 block of  Baltimore  Ave,2016-11-26,00:28,2016,00
6350,2016-00069681,11/26/16 00:34,11/26/16 00:34,Injured/Sick Person,CBE,7300 block of  Baltimore  Ave,2016-11-26,00:34,2016,00
6351,2016-00069694,11/26/16 01:43,11/26/16 01:43,DWI/DUI,Arrest,Yale  Ave,2016-11-26,01:43,2016,01
6352,2016-00069695,11/26/16 01:57,11/26/16 01:57,Warrant/Summons Service,CBE,Regents  Dr,2016-11-26,01:57,2016,01
6353,2016-00069740,11/26/16 13:56,11/26/16 13:56,Injured/Sick Person,CBE,"Capital One Field at Byrd Stadium, Maryland Stadium",2016-11-26,13:56,2016,13
6354,2016-00069821,11/26/16 08:00,11/26/16 23:15,Dept Property Damage/Loss,Active/Pending,7500 block of  Baltimore  Ave,2016-11-26,08:00,2016,08
6355,2016-00069839,11/27/16 00:23,11/27/16 00:23,DWI/DUI,Arrest,Baltimore  Ave,2016-11-27,00:23,2016,00
6356,2016-00069865,11/27/16 03:19,11/27/16 03:19,DWI/DUI,Arrest,"MFRI, MFRI Office/Classroom Building at 4500  Campus  Dr",2016-11-27,03:19,2016,03
6357,2016-00070234,11/29/16 00:29,11/29/16 00:45,Emergency Petition,CBE,4200 block of  Valley  Dr,2016-11-29,00:29,2016,00
6358,2016-00070235,11/28/16 01:00,11/29/16 01:10,Disorderly Conduct (Title IX Related),CBE,Allegany Hall at 4299  Lehigh  Rd,2016-11-28,01:00,2016,01
6359,2016-00070299,11/01/16 01:00,11/29/16 12:43,Suspicious Activity,CBE,4300 block of  Guilford  Dr,2016-11-01,01:00,2016,01
6360,2016-00070332,11/29/16 11:30,11/29/16 17:05,Theft,Active/Pending,7000 block of  Preinkert  Dr,2016-11-29,11:30,2016,11
6361,2016-00070350,11/29/16 17:30,11/29/16 18:45,Theft,CBE,"Chemistry, Chemistry Building at 8051  Regents  Dr",2016-11-29,17:30,2016,17
6362,2016-00070361,11/29/16 19:50,11/29/16 20:01,Peeping Tom (Title IX Related),Arrest,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr",2016-11-29,19:50,2016,19
6363,2016-00070365,11/29/16 11:30,11/29/16 20:16,Assist Other Agency,CBE,4200 block of  Knox  Rd,2016-11-29,11:30,2016,11
6364,2016-00070396,11/29/16 22:45,11/29/16 22:53,CDS Violation,CBE,3800 block of  Stadium  Dr,2016-11-29,22:45,2016,22
6365,2016-00070418,11/30/16 02:10,11/30/16 02:20,Injured/Sick Person,CBE,3900 block of  Campus  Dr,2016-11-30,02:10,2016,02
6366,2016-00070450,11/21/16 14:30,11/30/16 09:23,Theft,Suspended,4000 block of  Campus  Dr,2016-11-21,14:30,2016,14
6367,2016-00070452,09/12/16,11/30/16 10:03,Other Incident (Title IX Related),CBE,"Stamp, Stamp Student Union, Student Union, Union at 3972  Campus  Dr",2016-09-12,NA,2016,NA
6368,2016-00070464,11/29/16 10:00,11/30/16 10:47,Vandalism,Suspended,"DOTS, Lot B, Lot RR, PG2, RDG, Regents Drive Parking Garage, WAM Lab at 8056  Regents  Dr",2016-11-29,10:00,2016,10
6369,2016-00070472,11/30/16 12:35,11/30/16 12:35,Indecent Exposure,Arrest,"Arena Drive Parking Garage, Lot 6, PG4, Terrapin Trail Parking Garage, TTG at 4155  Terrapin  Trl",2016-11-30,12:35,2016,12
6370,2016-00070477,11/29/16 08:00,11/30/16 13:42,Theft,Suspended,4200 block of  Valley  Dr,2016-11-29,08:00,2016,08
6371,2016-00070484,11/29/16 19:00,11/30/16 15:14,Vandalism,Suspended,NA,2016-11-29,19:00,2016,19
6372,2016-00070503,11/30/16,11/30/16 17:19,Theft,Suspended,NA,2016-11-30,NA,2016,NA
6373,2016-00070526,11/30/16 17:00,11/30/16 22:08,Suspicious Activity,CBE,340 block of  Ehrensberger  Dr,2016-11-30,17:00,2016,17
6374,2016-00070644,11/29/16 21:00,12/01/16 17:33,Assist Other Agency,CBE,4200 block of  Knox  Rd,2016-11-29,21:00,2016,21
6375,2016-00070648,11/28/16 17:00,12/01/16 17:45,Theft,Unfounded,3900 block of  Denton Service  Ln,2016-11-28,17:00,2016,17
6376,2016-00070659,11/30/16 18:30,12/01/16 19:55,Assist Other Agency,CBE,8200 block of  Baltimore  Ave,2016-11-30,18:30,2016,18
6377,2016-00070664,12/01/16 20:00,12/01/16 20:18,Fraud,CBE,"La Plata Hall, LaPlata hall at 4121  Farm  Dr",2016-12-01,20:00,2016,20
6378,2016-00070674,12/01/16 21:10,12/01/16 21:10,Assault (Title IX Related),CBE,3800 block of  Stadium  Dr,2016-12-01,21:10,2016,21
6379,2016-00070675,12/01/16 21:26,12/01/16 21:26,Emergency Petition,CBE,4000 block of  Stadium  Dr,2016-12-01,21:26,2016,21
6380,2016-00070680,12/01/16 22:30,12/01/16 22:35,CDS Violation,CBE,7200 block of  Preinkert  Dr,2016-12-01,22:30,2016,22
6381,2016-00070724,12/02/16 01:36,12/02/16 01:36,Accident - Departmental,CBE,Knox  Rd,2016-12-02,01:36,2016,01
6382,2016-00070839,12/02/16 12:00,12/02/16 14:41,Lost Property,CBE,Shoemaker Building at 4281  Chapel  Ln,2016-12-02,12:00,2016,12
6383,2016-00070968,12/02/16 23:52,12/02/16 23:52,CDS Violation,CBE,4000 block of  Stadium  Dr,2016-12-02,23:52,2016,23
6384,2016-00070984,12/03/16 00:31,12/03/16 00:31,CDS Violation,CBE,3900 block of  Denton Service  Ln,2016-12-03,00:31,2016,00
6385,2016-00071001,12/03/16 01:27,12/03/16 01:27,Injured/Sick Person,CBE,8100 block of  Baltimore  Ave,2016-12-03,01:27,2016,01
6386,2016-00071005,12/03/16 01:40,12/03/16 01:40,Suspicious Person/Auto,CBE,NA,2016-12-03,01:40,2016,01
6387,2016-00071010,12/03/16 02:26,12/03/16 02:26,Alcohol Violation,CBE,3900 block of  Denton Service  Ln,2016-12-03,02:26,2016,02
6388,2016-00071085,12/02/16 03:00,12/03/16 13:08,Theft from Auto,Suspended,Lot 16f,2016-12-02,03:00,2016,03
6389,2016-00071096,12/03/16 13:56,12/03/16 13:56,Warrant/Summons Service,Arrest,Lot 1b,2016-12-03,13:56,2016,13
6390,2016-00071254,12/03/16 11:00,12/04/16 02:38,Damage to State Property,CBE,Mowatt  Ln,2016-12-03,11:00,2016,11
6391,2016-00071255,12/04/16 02:46,12/04/16 02:46,Injured/Sick Person,CBE,4200 block of  Valley  Dr,2016-12-04,02:46,2016,02
6392,2016-00071257,12/04/16 02:55,12/04/16 02:58,Other Incident,CBE,Marie Mount Hall at 7814  Regents  Dr,2016-12-04,02:55,2016,02
6393,2016-00071263,12/04/16 04:39,12/04/16 04:39,DWI/DUI,Arrest,Campus  Dr,2016-12-04,04:39,2016,04
6394,2016-00071267,12/03/16 19:00,12/04/16 08:27,Vandalism,Suspended,"H.J. Patterson Hall, HJ Patterson Hall at 4065  Campus  Dr",2016-12-03,19:00,2016,19
6395,2016-00071393,12/05/16 00:10,12/04/16 23:34,Injured/Sick Person,CBE,Calvert Hall at 7551  Calvert Service  Ln,2016-12-05,00:10,2016,00
6396,2016-00071426,12/02/16 13:00,12/05/16 04:56,Vandalism,Active/Pending,"H.J. Patterson Hall, HJ Patterson Hall at 4065  Campus  Dr",2016-12-02,13:00,2016,13
6397,2016-00071444,12/03/16 02:00,12/05/16 09:37,Other Incident,CBE,Cambridge Hall at 4230  Farm  Dr,2016-12-03,02:00,2016,02
6398,2016-00071458,11/30/16 01:00,12/05/16 10:50,Assist Other Agency,CBE,Knox  Rd,2016-11-30,01:00,2016,01
6399,2016-00071468,12/02/16 12:00,12/05/16 11:42,Vandalism,Active/Pending,Riggs Alumni Center at 7801  Alumni  Dr,2016-12-02,12:00,2016,12
6400,2016-00071507,12/05/16 16:00,12/05/16 17:24,Injured/Sick Person,CBE,Ellicott Area Dining Hall at 4028  Stadium  Dr,2016-12-05,16:00,2016,16
6401,2016-00071591,12/06/16 01:25,12/06/16 01:25,Injured/Sick Person,CBE,Oakland Hall at 3912  Denton Service  Ln,2016-12-06,01:25,2016,01
6402,2016-00071594,12/06/16 02:40,12/06/16 02:40,Warrant/Summons Service,Arrest,Campus  Dr,2016-12-06,02:40,2016,02
6403,2016-00071622,12/04/16 11:00,12/06/16 11:04,Telephone/EMail Misuse,Active/Pending,4100 block of  Farm  Dr,2016-12-04,11:00,2016,11
6404,2016-00071623,12/06/16 02:00,12/06/16 11:16,Injured/Sick Person,CBE,4100 block of  Farm  Dr,2016-12-06,02:00,2016,02
6405,2016-00071654,10/15/15 15:00,12/06/16 16:04,Theft,Suspended,7500 block of  Baltimore  Ave,2015-10-15,15:00,2015,15
6406,2016-00071662,12/06/16 17:31,12/06/16 17:31,Alarm,Suspended,3900 block of  Campus  Dr,2016-12-06,17:31,2016,17
6407,2016-00071689,12/06/16 20:45,12/06/16 20:45,Emergency Petition,CBE,Shoemaker Building at 4281  Chapel  Ln,2016-12-06,20:45,2016,20
6408,2016-00071780,12/06/16 21:30,12/07/16 08:52,Stolen Motor Vehicle,Suspended,4600 block of  Rossborough  Ln,2016-12-06,21:30,2016,21
6409,2016-00071797,12/07/16 11:57,12/07/16 11:57,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln,2016-12-07,11:57,2016,11
6410,2016-00071878,12/06/16 17:00,12/07/16 19:50,Assist Other Agency,CBE,4200 block of  Knox  Rd,2016-12-06,17:00,2016,17
6411,2016-00071910,12/07/16 22:08,12/07/16 22:08,CDS Violation,CBE,7200 block of  Preinkert  Dr,2016-12-07,22:08,2016,22
6412,2016-00071912,12/07/16 22:19,12/07/16 22:19,Injured/Sick Person,CBE,Lot 2a,2016-12-07,22:19,2016,22
6413,2016-00071937,12/07/16 23:36,12/07/16 23:36,Injured/Sick Person,CBE,"Comcast Center, Xfinity Center at 8500  Paint Branch  Dr",2016-12-07,23:36,2016,23
6414,2016-00071956,12/08/16 01:33,12/08/16 01:33,Assist Other Agency,CBE,4500 block of  College  Ave,2016-12-08,01:33,2016,01
6415,2016-00071963,12/08/16 02:40,12/08/16 02:40,DWI/DUI,Arrest,7100 block of  Baltimore  Ave,2016-12-08,02:40,2016,02
6416,2016-00071965,12/07/16 23:40,12/08/16 02:53,Theft,Suspended,"J.M. Patterson Building, JM Patterson Building at 4356  Stadium  Dr",2016-12-07,23:40,2016,23
6417,2016-00072008,10/05/16 10:00,12/08/16 12:52,Fraud,Suspended,4300 block of  Knox  Rd,2016-10-05,10:00,2016,10
6418,2016-00072059,12/08/16 14:00,12/08/16 20:24,Theft,Suspended,"HHP, PERH, Public Health, School of Public Health Building, SPH at 4200  Valley  Dr",2016-12-08,14:00,2016,14
6419,2016-00072077,12/08/16 22:04,12/08/16 22:04,Injured/Sick Person,CBE,3900 block of  Denton Service  Ln,2016-12-08,22:04,2016,22
6420,2016-00072087,12/08/16 23:23,12/08/16 23:23,Assist Other Agency,CBE,3700 block of  Campus  Dr,2016-12-08,23:23,2016,23
6421,2016-00072097,12/09/16 00:12,12/09/16 00:12,Injured/Sick Person,CBE,4300 block of  Knox  Rd,2016-12-09,00:12,2016,00
6422,2016-00072103,12/09/16 00:47,12/09/16 00:47,Disorderly Conduct,Arrest,4400 block of  Knox  Rd,2016-12-09,00:47,2016,00
6423,2016-00072104,12/09/16 00:51,12/09/16 00:51,Injured/Sick Person,CBE,8000 block of  Boteler  Ln,2016-12-09,00:51,2016,00
6424,2016-00072109,12/09/16 01:52,12/09/16 01:45,DWI/DUI,Arrest,7300 block of  Baltimore  Ave,2016-12-09,01:52,2016,01
6425,2016-00072158,12/09/16 09:40,12/09/16 10:40,Injured/Sick Person,CBE,Chesapeake Building at 4300  Terrapin  Trl,2016-12-09,09:40,2016,09
6426,2016-00072163,12/09/16 10:49,12/09/16 10:49,Harassment/Stalking (Title IX Related),CBE,7500 block of  Baltimore  Ave,2016-12-09,10:49,2016,10
6427,2016-00072283,12/09/16 23:09,12/09/16 23:09,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr",2016-12-09,23:09,2016,23
6428,2016-00072301,12/10/16 00:43,12/10/16 00:43,CDS Violation,CBE,7200 block of  Preinkert  Dr,2016-12-10,00:43,2016,00
6429,2016-00072367,12/10/16 07:04,12/10/16 07:04,Suspicious Person/Auto,CBE,11  Fraternity  Row,2016-12-10,07:04,2016,07
6430,2016-00072405,12/09/16 22:00,12/10/16 12:21,Vandalism,Arrest,Lot 17a,2016-12-09,22:00,2016,22
6431,2016-00072414,12/10/16 14:29,12/10/16 14:29,Injured/Sick Person,CBE,"Eppley Recreation Center, ERC at 4128  Valley  Dr",2016-12-10,14:29,2016,14
6432,2016-00072435,12/07/16 16:30,12/10/16 16:45,Vandalism,Suspended,7400 block of  Princeton  Ave,2016-12-07,16:30,2016,16
6433,2016-00072506,12/10/16 21:51,12/10/16 21:51,Assist Other Agency,CBE,3700 block of  Campus  Dr,2016-12-10,21:51,2016,21
6434,2016-00072550,12/11/16 01:34,12/11/16 01:34,Alarm,CBE,"Commons 1, SCC 1, South Campus Commons 1 at 4250  Lehigh  Rd",2016-12-11,01:34,2016,01
6435,2016-00072665,12/11/16 14:27,12/11/16 14:37,Fire,Suspended,Chestertown Hall at 4201  Valley  Dr,2016-12-11,14:27,2016,14
6436,2016-00072692,12/11/16 02:00,12/11/16 17:34,Sex Offense (Title IX Related),CBE,Cumberland Hall at 4145  Valley  Dr,2016-12-11,02:00,2016,02
6437,2016-00072704,12/11/16 19:16,12/11/16 19:16,Injured/Sick Person,CBE,3900 block of  Campus  Dr,2016-12-11,19:16,2016,19
6438,2016-00072714,12/11/16 20:24,12/11/16 20:23,Emergency Petition,CBE,3900 block of  Denton Service  Ln,2016-12-11,20:24,2016,20
6439,2016-00072736,12/11/16 22:30,12/11/16 23:15,Hate Bias Incident,CBE,Marie Mount Hall at 7814  Regents  Dr,2016-12-11,22:30,2016,22
6440,2016-00072819,11/18/16 15:00,12/12/16 09:33,Theft from Auto,Unfounded,Lot 11b,2016-11-18,15:00,2016,15
6441,2016-00072842,12/10/16 12:00,12/12/16 13:05,Stolen Motor Vehicle,Suspended,Lackawanna  St,2016-12-10,12:00,2016,12
6442,2016-00072851,12/12/16 12:00,12/12/16 14:45,Assist Other Agency (Title IX Related),CBE,3700 block of  Campus  Dr,2016-12-12,12:00,2016,12
6443,2016-00072852,12/12/16 12:00,12/12/16 15:12,Theft,Suspended,Marie Mount Hall at 7814  Regents  Dr,2016-12-12,12:00,2016,12
6444,2016-00072882,12/11/16 18:00,12/12/16 16:35,Hate Bias Incident,CBE,Lefrak Hall at 7251  Preinkert  Dr,2016-12-11,18:00,2016,18
6445,2016-00072889,12/12/16 11:00,12/12/16 16:49,Fraud,CBE,3900 block of  Campus  Dr,2016-12-12,11:00,2016,11
6446,2016-00073224,12/14/16 02:05,12/14/16 02:05,DWI/DUI,Arrest,Baltimore  Ave,2016-12-14,02:05,2016,02
6447,2016-00073346,12/14/16 18:00,12/14/16 19:14,Harassment/Stalking (Title IX Related),CBE,7600 block of  Library  Ln,2016-12-14,18:00,2016,18
6448,2016-00073351,12/14/16 19:20,12/14/16 19:56,Theft,Active/Pending,Bioscience Research Building at 4066  Campus  Dr,2016-12-14,19:20,2016,19
6449,2016-00073384,12/14/16 22:57,12/14/16 23:10,Assist Other Agency,CBE,7400 block of  Annapolis  Rd,2016-12-14,22:57,2016,22
6450,2016-00073393,12/14/16 23:35,12/14/16 23:35,CDS Violation,CBE,Oakland Hall at 3912  Denton Service  Ln,2016-12-14,23:35,2016,23
6451,2016-00073398,12/15/16 00:07,12/15/16 00:07,CDS Violation,CBE,3600 block of  University  Blvd,2016-12-15,00:07,2016,00
6452,2016-00073413,12/15/16 01:21,12/15/16 01:21,CDS Violation,CBE,Oakland Hall at 3912  Denton Service  Ln,2016-12-15,01:21,2016,01
6453,2016-00073459,12/15/16,12/15/16 09:44,Theft,Suspended,"Journalism Building, Knight Hall at 7765  Alumni  Dr",2016-12-15,NA,2016,NA
